Emotions,Path
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-02-02-01-21.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-01-01-01-21.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-01-01-01-02-21.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-03-02-02-01-21.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-03-01-01-01-21.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-02-01-02-21.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-01-01-02-01-21.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-01-02-02-21.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-08-02-02-02-21.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-08-01-01-02-21.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-05-01-02-02-21.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-06-01-02-01-21.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-06-02-01-01-21.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-05-02-01-02-21.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-07-01-01-02-21.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-04-01-01-01-21.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-04-02-02-01-21.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-07-02-02-02-21.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-01-01-01-01-21.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-01-01-02-21.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-02-02-02-21.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-03-01-02-01-21.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-03-02-01-01-21.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-08-01-02-02-21.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-08-02-01-02-21.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-04-02-01-01-21.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-07-02-01-02-21.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-07-01-02-02-21.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-04-01-02-01-21.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-06-02-02-01-21.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-05-02-02-02-21.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-05-01-01-02-21.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-06-01-01-01-21.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-08-01-01-01-21.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-08-02-02-01-21.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-07-02-02-01-21.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-04-02-02-02-21.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-04-01-01-02-21.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-07-01-01-01-21.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-05-02-01-01-21.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-06-02-01-02-21.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-06-01-02-02-21.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-05-01-02-01-21.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-01-02-01-21.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-01-01-02-02-21.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-02-02-01-01-21.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-03-01-01-02-21.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_21/03-01-03-02-02-02-21.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-01-01-01-02-19.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-02-01-01-01-19.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-02-02-02-01-19.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-03-01-02-02-19.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-03-02-01-02-19.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-04-02-01-02-19.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-07-02-01-01-19.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-07-01-02-01-19.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-04-01-02-02-19.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-06-02-02-02-19.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-05-02-02-01-19.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-05-01-01-01-19.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-06-01-01-02-19.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-08-01-02-01-19.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-08-02-01-01-19.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-07-02-02-02-19.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-04-02-02-01-19.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-04-01-01-01-19.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-07-01-01-02-19.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-05-02-01-02-19.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-06-02-01-01-19.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-06-01-02-01-19.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-05-01-02-02-19.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-08-01-01-02-19.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-08-02-02-02-19.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-02-01-02-02-19.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-01-01-02-01-19.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-02-02-01-02-19.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-03-01-01-01-19.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-03-02-02-01-19.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-06-01-01-01-19.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-05-01-01-02-19.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-05-02-02-02-19.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-06-02-02-01-19.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-04-01-02-01-19.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-07-01-02-02-19.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-07-02-01-02-19.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-04-02-01-01-19.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-08-02-01-02-19.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-08-01-02-02-19.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-03-02-01-01-19.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-03-01-02-01-19.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-02-02-02-02-19.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-02-01-01-02-19.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-01-01-01-01-19.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-03-02-02-02-19.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-03-01-01-02-19.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-02-02-01-01-19.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-01-01-02-02-19.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-02-01-02-01-19.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-05-01-02-01-19.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-06-01-02-02-19.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-06-02-01-02-19.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-05-02-01-01-19.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-07-01-01-01-19.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-04-01-01-02-19.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-04-02-02-02-19.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-07-02-02-01-19.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-08-02-02-01-19.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_19/03-01-08-01-01-01-19.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-03-02-02-02-10.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-03-01-01-02-10.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-02-02-01-01-10.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-02-01-02-01-10.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-01-01-02-02-10.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-06-01-02-02-10.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-05-01-02-01-10.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-05-02-01-01-10.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-06-02-01-02-10.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-04-01-01-02-10.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-07-01-01-01-10.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-07-02-02-01-10.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-04-02-02-02-10.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-08-02-02-01-10.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-08-01-01-01-10.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-05-01-01-02-10.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-06-01-01-01-10.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-06-02-02-01-10.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-05-02-02-02-10.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-07-01-02-02-10.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-04-01-02-01-10.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-04-02-01-01-10.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-07-02-01-02-10.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-08-02-01-02-10.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-08-01-02-02-10.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-03-02-01-01-10.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-03-01-02-01-10.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-02-02-02-02-10.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-01-01-01-01-10.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-02-01-01-02-10.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-04-02-02-01-10.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-07-02-02-02-10.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-07-01-01-02-10.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-04-01-01-01-10.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-06-02-01-01-10.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-05-02-01-02-10.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-05-01-02-02-10.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-06-01-02-01-10.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-08-01-01-02-10.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-08-02-02-02-10.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-01-01-02-01-10.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-02-01-02-02-10.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-02-02-01-02-10.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-03-01-01-01-10.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-03-02-02-01-10.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-02-01-01-01-10.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-01-01-01-02-10.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-02-02-02-01-10.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-03-01-02-02-10.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-03-02-01-02-10.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-07-02-01-01-10.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-04-02-01-02-10.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-04-01-02-02-10.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-07-01-02-01-10.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-05-02-02-01-10.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-06-02-02-02-10.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-06-01-01-02-10.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-05-01-01-01-10.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-08-01-02-01-10.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-08-02-01-01-10.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-07-02-02-01-17.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-04-02-02-02-17.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-04-01-01-02-17.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-07-01-01-01-17.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-05-02-01-01-17.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-06-02-01-02-17.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-06-01-02-02-17.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-05-01-02-01-17.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-08-01-01-01-17.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-08-02-02-01-17.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-02-01-02-01-17.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-01-01-02-02-17.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-02-02-01-01-17.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-03-01-01-02-17.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-03-02-02-02-17.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-01-01-01-01-17.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-02-01-01-02-17.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-02-02-02-02-17.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-03-01-02-01-17.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-03-02-01-01-17.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-04-02-01-01-17.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-07-02-01-02-17.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-07-01-02-02-17.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-04-01-02-01-17.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-06-02-02-01-17.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-05-02-02-02-17.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-05-01-01-02-17.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-06-01-01-01-17.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-08-01-02-02-17.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-08-02-01-02-17.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-03-02-02-01-17.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-03-01-01-01-17.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-02-02-01-02-17.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-01-01-02-01-17.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-02-01-02-02-17.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-05-01-02-02-17.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-06-01-02-01-17.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-06-02-01-01-17.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-05-02-01-02-17.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-07-01-01-02-17.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-04-01-01-01-17.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-04-02-02-01-17.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-07-02-02-02-17.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-08-02-02-02-17.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-08-01-01-02-17.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-06-01-01-02-17.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-05-01-01-01-17.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-05-02-02-01-17.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-06-02-02-02-17.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-04-01-02-02-17.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-07-01-02-01-17.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-07-02-01-01-17.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-04-02-01-02-17.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-08-02-01-01-17.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-08-01-02-01-17.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-03-02-01-02-17.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-03-01-02-02-17.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-02-02-02-01-17.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-02-01-01-01-17.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_17/03-01-01-01-01-02-17.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-03-02-02-02-04.wav
happy,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-03-01-01-02-04.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-02-02-01-01-04.wav
neutral,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-02-04.wav
calm,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-01-04.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-01-04.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-06-01-02-02-04.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-06-02-01-02-04.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-05-02-01-01-04.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-07-01-01-01-04.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-04-01-01-02-04.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-04-02-02-02-04.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-07-02-02-01-04.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-08-02-02-01-04.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-08-01-01-01-04.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-06-01-01-01-04.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-02-04.wav
angry,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-05-02-02-02-04.wav
fear,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-06-02-02-01-04.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-04-01-02-01-04.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-07-01-02-02-04.wav
disgust,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-07-02-01-02-04.wav
sad,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-04-02-01-01-04.wav
surprise,./ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_04/03-01-08-02-01-02-04.wav
